"price,""size"",""rooms"",""elevator"",""bathrooms"",""air_cond"",""balcony"",""terrace"",""income"",""longevity"",""higher_stud"",""foreign"",""hospital"",""subway"",""university"",""intercity_bus"",""local_bus "",""flood"""
139000,91,3,0,1,0,1,1,9.891,24.08759124,26.63551402,20.44,0.850209358400191,0.442737580956638,1.15845360679185,1.42723750929812,0.0899213659546563,0.772822307720174
269500,114,4,1,2,0,1,0,16.718,19.9843872,48.01687764,21.08,1.29692552765445,1.0039505153303,0.260191052630269,2.00214984090651,0.188173201331428,0.257923888396383
186900,120,4,1,2,0,0,0,16.496,30.06896552,48.374613,8.28,0.284637833151411,0.378936579876831,0.544943774386736,0.76733919819682,0.228556974634085,0.219073779596918
395000,98,4,1,2,0,0,1,18.113,12.39340534,56.55172414,6.25,1.53429827682788,1.21830373015904,1.01355580635305,1.94435778429494,0.350396970699191,0.694807117952495
136900,90,3,0,1,0,0,0,4.996,9.190371991,7.647907648,10.61,1.36526743049054,1.18919121481351,0.266690013162798,1.24903985519732,0.297913100949544,0.758366325202398
152900,90,3,1,1,0,0,0,12.258,22.44071718,36.11464968,7.63,0.888668901825081,0.543685675617879,0.699574479273435,0.597145827729379,0.144588488091436,0.755721159293296
262500,88,2,0,2,0,0,0,16.496,30.06896552,48.374613,8.28,0.163119552027611,0.468944986527221,0.455910744240769,0.89861025409097,0.230888607651831,0.0863632568627859
430000,215,4,1,2,0,0,1,23.709,27.27727728,72.66272189,4.85,0.357948537448731,0.158919715180932,0.396878916200849,1.62420070704677,0.142168044000028,0.524394470680241
136900,110,4,1,1,1,0,0,7.986,20.22873481,17.44386874,18.73,1.32434580326274,1.30258978902363,0.165411975675012,1.3563577882936,0.0920387455922615,0.540774038032113
274000,85,2,0,2,0,0,0,16.496,30.06896552,48.374613,8.28,0.102124110591829,0.533150297169849,0.455473290530132,0.943477963195799,0.232522508744591,0.0533214871311896
234000,159,3,0,2,0,0,1,8.723,19.29824561,20.91503268,12.61,0.95848266983209,0.572033904764942,0.774877526084588,1.07980940670263,0.11596948645531,0.396680194741215
340000,102,3,1,2,0,0,0,17.229,23.23064113,57.16963449,13.32,0.731089544698484,0.461943790377007,0.0200705156145131,2.83306061783564,0.403692775105534,0.334790332052677
495000,125,3,0,2,0,0,0,17.104,25.81227437,64.4989339,4.33,0.705193386719757,0.300301335329477,0.568660211591679,2.62232912280061,0.518244814477466,0.444059903082673
315000,118,3,0,2,0,0,1,12.354,29.55390335,33.86537127,9.85,1.28016725703239,0.960720586211163,0.78078428711691,1.61720644308984,0.137409641407078,0.84707558793731
380000,198,6,1,3,0,1,1,20.269,28.05860806,63.58234295,6.3,0.921052022699363,0.169552944135962,0.342692314630335,2.87189705303624,0.490836403367299,0.477998281570952
415000,134,4,1,2,1,0,1,17.153,21.77419355,61.02204409,11.11,0.492635873574213,0.524135238221912,0.168574235777617,2.64220213293707,0.559824611621299,0.585855574665088
375000,125,4,1,2,0,0,0,20.14,31.79650238,59.56482321,7.47,0.248642024059157,0.0319108838250707,0.23602991826577,1.51685878296901,0.143752871130263,0.361953884289915
535000,221,4,1,2,1,1,1,20.14,31.79650238,59.56482321,7.47,0.302004732544062,0.0614059724590768,0.304276647081911,1.57582422253393,0.0866927021893375,0.424157698753402
294000,132,4,1,2,0,1,1,15.49,31.1574328,51.01553166,8.28,0.827726316689773,0.261955945294371,0.26397271653155,2.21183725689194,0.638128426579264,0.477233034346969
499000,100,3,0,2,0,1,1,19.003,28.73453853,62.57861635,5.52,0.743675813286792,0.43409286599159,0.579123948572832,2.5261014744815,0.440055004691685,0.350735760623903
305000,110,4,1,2,0,0,0,20.732,28.76857749,62.19081272,9.34,1.09729441871208,0.643551126957876,0.364808481983466,2.12177528940504,0.027875208992717,0.0233469941023535
175000,82,2,0,1,1,1,1,9.229,23.16205534,22.82900627,16.52,0.988393778668309,0.442016526484945,1.03987327397306,1.2797867751433,0.100886786793442,0.668877555568402
279000,105,3,1,2,1,1,1,14.007,28.75125881,36.85419059,7.25,1.19269783684012,0.233839701703575,1.04973367087607,0.748462813597755,0.131042939633943,0.476724888404069
255000,75,3,1,1,0,0,0,14.167,28.62823062,44.85458613,10.44,0.539450212139379,0.125642728331792,0.79836968969926,2.22565739474465,0.310873969338268,0.0466861610619382
289000,93,2,1,2,1,0,0,16.496,30.06896552,48.374613,8.28,0.163119552027611,0.468944986527221,0.455910744240769,0.89861025409097,0.230888607651831,0.0863632568627859
420000,137,3,1,2,1,0,0,16.496,30.06896552,48.374613,8.28,0.163119552027611,0.468944986527221,0.455910744240769,0.89861025409097,0.230888607651831,0.0863632568627859
130000,109,4,1,1,0,1,0,11.284,24.47216891,36.75675676,20.06,0.670828028960046,1.00028088265743,0.435499115994019,1.02539239702688,0.153581809128511,0.233649633819133
254000,82,1,1,1,1,0,0,16.496,30.06896552,48.374613,8.28,0.163119552027611,0.468944986527221,0.455910744240769,0.89861025409097,0.230888607651831,0.0863632568627859
